timestamp,cpu_utilization,assigned_memory
41:38.1,0.006782532,0.003582001
29:08.7,0.000205994,0.003250122
00:00.0,0.000184059,0
14:10.6,0,0.006500244
15:19.6,6.39E-05,0.00403595
22:52.0,0.001794815,0.01171875
21:06.4,0.005966187,0
00:00.0,0.02355957,0
13:01.6,0,0.006500244
00:00.0,0.072143555,0.055114746
00:00.0,0.00050354,0
59:01.4,0.006668091,0.010421753
54:38.4,0,0.188720703
00:00.0,0.009216309,0
20:28.6,0.039855957,0.045593262
13:48.7,0.002365112,0.005210876
09:27.1,0,0.006500244
35:09.8,0.004936218,0
54:35.4,0.005584717,0.001953125
34:16.4,0,0.00220871
43:45.5,0.000178337,0.027954102
09:32.2,0.046630859,0
43:35.8,0.000139236,0.014007568
54:11.3,0.000144958,0.004234314
44:12.3,9.06E-05,0.000813484
14:26.8,0.036865234,0.006622314
00:00.0,0.033996582,0.017700195
44:44.3,0.012512207,0
15:21.1,0.000406265,0.00390625
00:00.0,0.000272751,0.006011963
11:40.2,0.016418457,0.009765625
27:01.1,0.007041931,0.002605438
54:12.4,0.001091003,0.001270294
15:54.1,0.007995605,0.001976013
08:54.9,0.001745224,0.000227928
34:54.9,0,0
22:12.8,0.011871338,0
00:00.0,0.000240326,0
34:23.4,0.000175476,0.003253937
06:50.2,0,0
37:45.1,0.000270844,0.000271797
36:46.1,0.024200439,0.010421753
33:10.2,0.000144958,0.000806808
00:00.0,0.001873016,0.003517151
43:54.4,0.018371582,0.034606934
55:21.8,0.02331543,0
52:11.3,0.005134583,0.006324768
09:07.3,0.016082764,0
11:10.6,0.000611305,0
45:16.5,0.000220299,0.000195503
07:17.9,0.011505127,0
03:42.5,0.026763916,0.102416992
49:12.3,0.013534546,0.011169434
00:00.0,0.02520752,0.016143799
16:41.9,0.000523567,0
54:01.2,0.007980347,0.006507874
34:15.5,0,0.001562119
00:00.0,0.000142097,0.00390625
16:09.3,0,0.007629395
00:00.0,0.006561279,0
23:33.7,0,0.003612518
04:04.3,0.000205994,0.003250122
09:54.3,9.54E-07,0.001579285
26:59.6,0.047302246,0
20:16.0,0.001049042,0.010421753
30:38.2,0.007965088,0.02041626
37:25.0,0.007995605,0.001976013
10:36.4,0.004936218,0
45:02.3,0,0.000231743
00:00.0,0.000347137,0.005210876
53:36.9,0.000378609,0
28:28.1,0.000311852,0.001823425
51:07.8,0.002269745,0.004615784
26:14.2,0.021362305,0.0078125
55:00.8,0.003681183,0.004844666
00:00.0,0.003017426,0.005210876
09:15.3,0.000370026,0.000370979
34:10.9,0.006065369,0.001914978
06:38.2,0.000106812,0.006507874
00:00.0,0.036682129,0.056213379
14:04.7,0.001745224,0.000227928
23:00.0,0.020385742,0.003620148
05:37.0,0.00053215,0.009750366
41:42.2,0.007171631,0.024383545
13:22.3,0,0.000231743
33:50.7,0.031982422,0
27:47.3,0.001745224,0.000227928
40:19.5,0.000218391,0.011016846
26:06.2,0.00014782,0.000982285
23:37.5,0.001091003,0.001270294
28:10.4,0.029754639,0.023284912
44:57.7,0.008834839,0.014968872
49:26.1,0,0
57:03.4,0.000205994,0.003250122
24:58.0,0.000818253,0
19:37.3,0.026397705,0.009765625
57:38.2,0.000798225,0.006507874
00:00.0,0.045532227,0.041687012
48:48.9,0.000798225,0.006507874
26:05.3,0,0.007614136
24:41.3,0.004943848,0.007263184
35:38.5,0.001586914,0.003807068
16:44.8,0,0.002624512
52:12.8,0.007980347,0.006507874
00:00.0,0.002761841,0.024200439
47:12.0,0.011795044,0
00:00.0,0.000237465,0.006622314
58:34.3,6.87E-05,0.00390625
08:26.4,0,0.0078125
00:00.0,6.77E-05,0.003242493
57:34.9,0.000205994,0.003250122
00:00.0,0.002574921,0
46:21.8,0.021362305,0.0078125
23:02.3,0.012466431,0
54:49.7,0.008148193,0.014068604
13:03.2,0.004356384,0.001655579
40:17.2,0.000603676,0.000310898
33:28.4,0.003108978,0
28:47.6,0.00402832,0.001256943
37:38.1,0.000205994,0.003250122
07:17.9,0.007118225,0.002624512
00:00.8,0.001626968,0.003368378
00:00.0,0.000132561,0
17:25.2,0.020080566,0
49:37.9,0.020385742,0.003620148
22:32.5,0.020385742,0.003620148
00:00.0,0.017700195,0.012893677
10:11.6,0.00402832,0.001256943
13:53.6,0,0
40:46.4,0.013900757,0
40:33.9,0,0
00:00.0,0.005958557,0
00:00.0,7.63E-05,0.003242493
17:26.4,0.000536919,0.010437012
13:57.3,0.001512527,0.000226974
00:00.0,0.000380516,0.005729675
54:20.2,0.056091309,0.005149841
00:00.0,0.000556946,0.00026989
42:01.1,0.000270844,0.000271797
25:31.4,0.008331299,0.001718521
00:00.0,7.63E-05,0.003242493
38:01.3,0.000935555,0.001146317
18:54.8,0.005966187,0
50:55.1,0,0.007614136
58:30.5,0.000220299,0.000195503
30:17.6,0.005439758,0.1875
57:00.8,0.011260986,0
26:19.5,0.008041382,0.002624512
24:40.5,0.009735107,0.007034302
00:00.0,0.046447754,0.010162354
07:41.2,0.021850586,0
20:07.9,0.000400543,0.005210876
23:09.1,0.000890732,0.005210876
35:42.8,0,0.007614136
34:25.9,0.097900391,0.078125
46:18.1,0.001138687,0
00:00.0,0.004920959,0
36:04.3,0,0.013015747
57:26.4,0.000378609,0
32:36.1,3.81E-06,0.009368896
22:14.2,0.001745224,0.000227928
37:01.5,0.004974365,0
49:31.4,0,0.002277374
00:00.0,0.021881104,0.03125
00:00.0,0.000347137,0.005210876
46:44.9,0.00070858,0
10:14.8,0.000205994,0.003250122
28:33.6,0.000205994,0.003250122
07:35.0,0.000400543,0.002624512
00:00.0,0.000166893,0
00:00.0,0.000332832,0
35:25.3,0.002365112,0.005210876
56:11.8,0.000151634,0.00668335
33:31.3,0.002365112,0.005210876
00:00.0,0.069580078,0
24:19.6,0.00015831,0
30:01.4,0.034057617,0
35:46.9,0.019592285,0
13:11.3,0.000205994,0.003250122
03:49.6,0.000218391,0.011016846
54:37.4,0.010940552,0
34:38.9,0.000935555,0.001146317
04:39.3,0.000200272,0.00668335
20:53.0,0.005615234,0.002624512
42:04.4,0.002365112,0.005210876
00:00.0,0.00067234,0.002075195
26:52.6,0,0.006500244
51:30.2,0.01512146,0.005142212
00:00.0,0.025421143,0.010620117
00:00.0,0.004585266,0
36:45.3,0.00042057,0
13:51.9,0.000220299,0.000195503
32:45.8,0.000134468,0.002605438
38:57.0,0,0.002277374
00:00.0,6.77E-05,0.003242493
39:55.8,0.000311852,0.001823425
45:03.2,0.004272461,0.017242432
00:33.3,0.00053215,0.001571655
16:30.5,0.000378609,0
09:48.3,0,0
02:27.3,0.007232666,0
23:41.3,0.000890732,0.005210876
02:16.9,0,0.003704071
00:00.0,0.001537323,0
22:17.6,0.00024128,0.005859375
45:14.7,0,0.006500244
02:10.7,0.004905701,0.073120117
59:51.4,0.000188828,0
00:00.0,0.001873016,0.003517151
58:49.7,0.000218391,0.011016846
00:00.0,0.011581421,0
46:13.5,8.39E-05,0
02:59.3,0,0
32:36.1,3.81E-06,0.009368896
45:37.5,0,0.013015747
41:44.0,0.007980347,0.006507874
46:49.1,0.008544922,0.00245285
00:00.0,0.00944519,0.00252533
38:11.9,0.007980347,0.006507874
05:55.7,0.0008564,0.005210876
20:16.0,0.001049042,0.010421753
11:32.2,0.001968384,0.006500244
00:00.0,0.000120163,0
40:53.5,0.000265121,0
39:06.8,0.000497818,0.02532959
52:01.2,0.000427246,0.004180908
42:26.5,0.007232666,0
33:42.0,0.000697136,0.000434875
00:00.0,0.003807068,0.00390625
00:00.0,0.001813889,0.006446838
19:02.2,0.005439758,0.1875
53:11.0,0,0.006500244
55:10.4,0.000124931,0.100952148
58:32.4,0.031982422,0
45:19.2,0.001192093,0.130615234
54:10.1,0.000205994,0.003250122
40:20.3,0.017669678,0
49:26.5,0,0
41:26.7,0.000501633,0.013259888
05:04.8,0.000667572,0.004364014
42:46.8,0.000191689,0.002857208
47:34.5,0.000694275,0
35:02.5,0.009109497,0
00:00.0,0.000297546,0.00881958
00:00.0,0.001331329,0.006507874
59:12.4,0.001745224,0.000227928
00:01.1,0.000283241,0.001464844
02:47.4,0.029754639,0.023284912
05:59.2,0.002365112,0.005210876
57:22.0,0.000205994,0.003250122
00:00.0,0.015319824,0.002117157
15:38.9,0,0.006500244
00:00.0,0.055175781,0.083251953
21:36.0,0.007965088,0.02041626
21:42.4,0.000205994,0.003250122
51:39.0,0.000218391,0.011016846
58:19.3,0.022460938,0
44:00.7,0,0.012374878
00:00.0,6.77E-05,0.003242493
00:00.0,0.004829407,0
00:00.0,0.000923157,0.00031662
46:51.9,0.000890732,0.005210876
56:33.5,0.002296448,0.003585815
04:06.8,0.000354767,0.005187988
00:00.0,0.0027771,0
51:28.6,0.000218391,0.011016846
42:03.5,0.000378609,0
36:38.8,0.031982422,0
02:20.7,0.010925293,0
59:15.7,0.000611305,0
08:01.3,0,0
35:33.5,0.000231743,0.005691528
24:28.3,0.000427246,0.004180908
00:00.0,0.004051208,0.001302719
33:53.9,0,0.005210876
49:37.1,0.000218391,0.011016846
03:23.3,0.005615234,0.002624512
53:13.8,0,0.002624512
25:25.1,0.000218391,0.011016846
00:00.0,0.000317574,0.005210876
42:46.3,0.000191689,0.002857208
45:22.8,9.54E-07,0
05:30.8,0,0.000235558
00:00.0,0.033996582,0.007019043
48:26.3,0.074462891,0.04296875
41:47.4,0.000200272,0.00668335
44:07.7,0.00932312,0
21:55.5,3.34E-05,0
00:22.4,0.008041382,0.002624512
02:59.0,0.006668091,0.010421753
14:14.8,0.000205994,0.003250122
07:58.9,0.000182152,0.001470566
05:36.2,0.020080566,0
12:37.0,0,0.003612518
43:23.7,7.63E-05,0.002857208
31:52.9,0.040344238,0
53:48.4,0,0.000231743
54:12.5,0.000270844,0.000271797
47:24.1,0.000311852,0.001823425
20:16.0,0.001049042,0.010421753
38:46.3,6.39E-05,0.00403595
33:42.2,0.026397705,0.009765625
29:27.7,0,0.007614136
34:45.5,0.000205994,0.003250122
57:49.5,0.000144958,0.004234314
02:20.3,0.004882813,0.001823425
42:31.0,0.000132561,0.002979279
22:08.5,0.008544922,0.00245285
46:19.3,0.012924194,0
49:55.2,0.004257202,0.002189636
01:41.8,0.056091309,0.005149841
33:52.3,0.006713867,0.002624512
00:00.0,0.003376007,0.002624512
23:40.4,0.000205994,0.003250122
00:00.0,0.08996582,0.010162354
29:10.9,0.074462891,0.04296875
00:00.0,0.004257202,0.002189636
39:48.4,6.87E-05,0.00390625
58:50.2,0.004058838,0
15:01.6,0.008499146,0.002971649
54:44.8,0.001091003,0.001270294
09:25.5,0.000205994,0.003250122
34:14.5,0.000218391,0.011016846
08:43.7,0.011871338,0
00:00.0,0.000697136,0.000434875
23:47.6,0,0.006500244
32:33.7,0.000200272,0.00668335
12:23.2,0.005966187,0.002731323
05:00.8,0.011795044,0
58:41.9,0.007980347,0.006507874
07:16.7,0.01965332,0.019989014
20:24.2,0.029754639,0.023284912
02:33.8,0.003292084,0.007362366
46:03.5,0,0
51:57.3,0.005958557,0.002845764
38:23.6,0.001276016,0.000302315
35:23.9,0.004013062,0.005210876
41:31.9,0,0
07:47.0,0.005439758,0.1875
01:24.1,0.030975342,0.009521484
18:13.4,0.002464294,0.00680542
17:58.3,0.012023926,0.006492615
34:30.2,0,0
12:52.1,0.000220299,0.000195503
59:53.1,0,0.002624512
12:30.8,0.000230789,0.010803223
03:36.0,0.000611305,0
35:18.1,0.002365112,0.005210876
16:33.7,0.001091003,0.001270294
37:01.4,0.000400543,0.002624512
47:11.8,0.004943848,0.007263184
00:00.0,0.02520752,0.016143799
05:44.5,0.0008564,0.005210876
49:59.8,0.005439758,0.1875
32:36.1,3.81E-06,0.009368896
00:00.0,0.071411133,0.056213379
57:02.9,0.000329018,0.001823425
58:34.7,0.008468628,0.00881958
00:00.0,0.004592896,0
11:41.4,0.000230789,0.010803223
31:47.5,0.000151634,0.00668335
00:00.0,0.028594971,0.041625977
11:02.0,0.003997803,0.002162933
25:34.6,0.000220299,0.000195503
05:00.6,0.005439758,0.1875
29:07.3,0.000378609,0
46:14.2,0.054626465,0
00:00.0,0.004592896,0
03:09.7,0.056091309,0.005149841
00:00.0,0.000247002,0.002624512
53:16.5,0.001091003,0.001270294
22:53.7,0.000205994,0.003250122
44:37.7,0.000205994,0.003250122
25:51.6,0.025939941,0.002918243
19:15.5,0.000228882,0.013046265
30:56.1,0.000182152,0.001470566
49:55.8,0.000218391,0.011016846
09:12.6,0.001205444,0.005905151
42:04.0,0.010681152,0.006507874
30:25.8,0.000205994,0.003250122
36:28.3,0.074462891,0.04296875
01:33.7,0.000124931,0.031616211
56:33.6,0,0
40:17.9,0.073486328,0.07421875
39:11.1,0.005966187,0.002731323
32:36.1,3.81E-06,0.009368896
18:12.0,0.000151634,0.00668335
35:02.2,0.000457764,0.003498077
44:02.0,0.006004333,0
07:16.5,0.01965332,0.019989014
36:53.9,0.000220299,0.000195503
41:23.2,0.0008564,0.005210876
20:06.6,0.000443459,0.000206947
17:58.4,0.006095886,0
01:04.1,0.000152588,0.005607605
20:16.0,0.001049042,0.010421753
55:54.2,0,0.007614136
17:34.8,0.005615234,0.002624512
55:36.0,0.010986328,0
12:41.5,0.000378609,0
16:55.0,0.000270844,0.000271797
12:08.1,0.001192093,0
28:50.6,0,0
05:03.0,0.232910156,0.199707031
44:57.7,0.008834839,0.014968872
14:58.5,9.63E-05,0.001472473
10:58.2,0.025604248,0.003368378
09:30.1,0,0
33:24.2,0.049072266,0.005813599
44:12.3,0.000311852,0.001823425
26:52.7,0.005615234,0.002624512
36:39.3,0.013534546,0.011169434
32:06.6,0.007232666,0
00:00.0,0.000869751,0
25:57.9,0.000205994,0.003250122
00:00.0,7.92E-05,0
01:12.4,0.000218391,0.011016846
38:46.9,0.000205994,0.003250122
17:16.0,0.000406265,0.00390625
54:43.8,0.011993408,0
24:10.9,0,0
10:47.0,0.004364014,0.008056641
57:51.0,0,0.003612518
04:46.5,0,0.002277374
18:40.9,0.001745224,0.000227928
00:00.0,0.009216309,0
21:40.9,0,0.000370979
28:42.3,0,0
47:48.9,0.011672974,0
54:29.2,0.007568359,0.004646301
51:27.6,0.000220299,0.000195503
21:04.4,0.016082764,0
42:05.1,0.000433922,0.005210876
51:15.6,0,0
38:25.4,0.000156403,0.009475708
13:25.0,0.046569824,0.005470276
00:00.0,0.02520752,0.016143799
01:20.8,0.002365112,0.005210876
36:14.0,0,0.000231743
35:35.7,0,0.003612518
24:07.4,0.008087158,0
45:52.9,0.021850586,0
32:39.0,0.000218391,0.011016846
33:54.6,0.014328003,0.027862549
13:24.0,0.000378609,0
29:17.0,0.005302429,0
35:04.4,3.34E-05,0
08:28.0,0.004257202,0.002189636
00:00.0,0.032592773,0
30:31.8,0.04876709,0.0050354
09:33.9,0.031982422,0
35:08.8,0.014053345,0.022583008
08:29.2,0.000134468,0.002605438
43:46.1,0.011795044,0
29:56.8,0.013534546,0.011169434
03:33.6,0,0.007614136
53:33.0,0.001903534,0
00:00.0,0.025421143,0.010620117
31:08.8,0,0
52:59.8,0.004333496,0.001413345
33:33.1,0,0
03:57.8,0.005958557,0.002845764
58:19.3,9.25E-05,0.009750366
52:25.4,0.029754639,0.023284912
42:44.9,0.000220299,0.000195503
44:57.7,0.008834839,0.014968872
11:19.5,0.000907898,0.011383057
52:08.2,0.000231743,0.002624512
11:11.1,0.004013062,0.005210876
44:14.1,9.06E-05,0.000813484
46:07.5,0.000265121,0
15:51.6,0.009979248,0
09:07.0,0.000193596,0.00028801
04:29.8,0,0.000210762
24:24.0,0.001091003,0.001270294
44:18.6,0,0
05:08.5,0.000577927,0.002475739
17:29.8,0.019165039,0
49:24.1,0.004356384,0.001655579
12:54.4,0.000200272,0.00668335
15:46.3,0.033813477,0
00:00.0,0.000577927,0
15:20.9,0.000205994,0.003250122
12:31.7,0.000200272,0.00668335
20:16.0,0.001049042,0.010421753
12:21.3,0,0.000231743
32:50.3,0.000205994,0.003250122
20:16.0,0.001049042,0.010421753
38:06.6,0.011993408,0
44:50.5,0.000182152,0.001470566
33:22.2,0.025421143,0.010620117
26:36.2,0.002365112,0.005210876
28:23.9,0.001083374,0.002925873
00:00.0,0.000379562,0
22:47.5,0,0
15:18.6,0.008010864,0.002624512
03:49.1,0.001522064,0.010421753
01:08.3,0.000151634,0.00668335
21:24.3,0.000205994,0.003250122
10:54.3,0,0
00:00.0,5.91E-05,0
22:24.2,0,0.013015747
32:45.2,0.005615234,0.002624512
00:00.0,0.000954628,0.010299683
54:17.5,0.005455017,0.002605438
03:57.9,0.005439758,0.1875
00:00.0,0.009216309,0
15:13.9,0.000231743,0.005691528
33:15.1,0.008453369,0.004684448
39:43.5,0.035888672,0.013412476
00:00.0,0.002429962,0.001562119
44:10.3,9.06E-05,0.000813484
22:35.7,0.000611305,0
00:00.0,0.000577927,0
30:11.7,0.000890732,0.005210876
55:48.8,0,0.005210876
20:34.2,0.00402832,0.001256943
12:27.6,0.000146866,0.0078125
44:07.7,0,0.002277374
54:03.4,0.006095886,0
54:00.4,0.007980347,0.006507874
43:46.7,0.000154495,0.009475708
49:42.8,0.000707626,0
07:03.5,0.00169754,0.007156372
11:17.7,0.026763916,0.102416992
24:17.7,0.000400543,0.002624512
35:31.1,0,0
34:00.8,0.000220299,0.000195503
58:07.8,0.029754639,0.023284912
16:30.9,0.001968384,0.006500244
22:40.7,0.009109497,0
15:55.0,0.000668526,0
58:18.6,0.000400543,0.002624512
08:03.6,0.000716209,0
05:29.7,5.91E-05,0.001792908
05:06.5,0.004013062,0.005210876
00:00.0,0.000164032,0
10:58.1,0.011962891,0.024047852
20:16.0,0.001049042,0.010421753
00:00.0,0.000247002,0.002624512
17:27.1,0.001091003,0.001270294
23:53.5,0.002365112,0.005210876
16:07.5,0.000166893,0.001615524
18:21.5,0.010681152,0.006507874
20:16.0,0.001049042,0.010421753
09:30.9,0.000205994,0.003250122
00:00.0,0.000787735,0.001562119
30:52.2,0,0
12:46.3,0.000378609,0
00:00.0,0.000301361,0
46:53.3,0.030090332,0
59:41.2,0.000205994,0.003250122
51:55.9,0.001234055,0
25:10.8,0.000151634,0.00668335
21:07.4,0.006362915,0
00:00.0,0.033996582,0.007019043
52:02.0,0.005775452,0.00390625
51:02.1,0.024139404,0.009765625
00:00.0,0.00553894,0.00390625
17:42.0,0.01473999,0
31:16.3,0,0.002277374
14:09.2,0,0
15:29.4,0.006248474,0
31:00.2,0.000205994,0.003250122
20:33.1,0.005966187,0
00:00.0,0.021118164,0.006271362
00:00.0,0.002761841,0.024200439
55:02.0,9.06E-05,0.000813484
39:13.2,0.005966187,0.002731323
50:44.8,0.032226563,0
15:02.5,0.011505127,0
23:40.7,0.000188828,0
01:02.4,0.004356384,0.001655579
40:42.9,0.010681152,0.006507874
59:48.2,0,0.012374878
18:25.7,0.013687134,0.060974121
35:08.2,0.00402832,0.001256943
15:24.8,0.007171631,0.004516602
00:00.0,0.003131866,0.0078125
00:00.0,0.000162125,0.001031876
20:16.0,0.001049042,0.010421753
20:02.0,0.000220299,0.000195503
00:00.0,0.004211426,0.001562119
00:00.0,0.008407593,0.003742218
00:00.0,0.015319824,0.002117157
25:58.8,0.001678467,0.002536774
56:34.3,0.000756264,0.002540588
56:14.4,0.000400543,0.002624512
00:00.0,0.000463486,0
04:47.2,0.000220299,0.000195503
12:48.3,0.005439758,0.1875
35:06.9,0.000175476,0.003253937
10:40.7,0.000182152,0.001470566
11:48.0,0.005584717,0.001953125
26:51.1,9.73E-05,0.002574921
00:00.0,0.013381958,0.007568359
59:57.3,0.007789612,0.028747559
15:07.8,0.011505127,0
54:06.4,9.54E-05,0.008377075
10:57.0,0.000220299,0.000195503
23:53.6,0,0
03:02.0,0.004707336,0.002479553
31:17.2,0.001745224,0.000227928
00:00.0,0.033996582,0.007019043
20:16.0,0.001049042,0.010421753
08:59.4,0.005439758,0.1875
51:22.8,0.000146866,0.010803223
45:43.1,0.000379562,0
41:44.0,0.007980347,0.006507874
43:15.4,0.002365112,0.005210876
41:16.5,0.007980347,0.006507874
11:22.7,0.007118225,0.002624512
10:10.1,0.020385742,0.003620148
54:19.3,0.001024246,0.188964844
06:46.1,0.000205994,0.003250122
29:09.3,0.000588417,0.00958252
56:37.4,0,0
41:01.3,0,0.084960938
01:42.0,0.008544922,0.00245285
00:00.0,0.041137695,0
05:05.6,0.006095886,0
26:15.7,0.004356384,0.001655579
40:50.7,0.000667572,0.004364014
11:09.8,0.000667572,0.004364014
01:53.9,0.005943298,0.002632141
24:14.6,0.000756264,0.002540588
32:27.3,0.000611305,0
12:45.7,0.000880241,0.003612518
08:07.0,0,0
20:18.7,0.004356384,0.001655579
45:44.4,0,0
57:50.1,0.000220299,0.000195503
12:45.5,0.085205078,0.041015625
10:37.7,0.01373291,0
16:28.6,0.009109497,0
02:08.7,0.015441895,0.031799316
11:31.6,0.000200272,0.00668335
38:52.5,0.012924194,0
02:45.0,0.025421143,0.010620117
21:51.8,0.00151062,0.002960205
05:17.5,0.000144958,0.004234314
58:59.3,0,0
31:22.2,0.000151634,0.00668335
39:37.5,0.000497818,0.02532959
00:00.0,0.003875732,0
59:46.2,0.000146866,0.0078125
04:28.4,0.000220299,0.000195503
26:32.5,0,0
28:20.4,0.001234055,0
19:26.8,0,0.000231743
07:22.5,0.001304626,0
41:30.7,0.059692383,0
01:35.0,0.001586914,0.003807068
00:00.0,0.04296875,0.041625977
29:54.6,0.0001297,0.000232697
48:49.0,0.000157356,0.001848221
23:00.1,0.031982422,0
20:16.0,0.001049042,0.010421753
20:18.8,0.000433922,0.005210876
54:53.7,0.032226563,0
32:25.5,8.39E-05,0
33:40.9,0.031036377,0
29:15.9,0.029754639,0.023284912
52:49.4,0.000338554,0.003032684
11:34.5,0.034057617,0
47:20.3,0,0.003612518
00:00.0,6.68E-05,0.003242493
00:00.0,0.019622803,0.010620117
02:32.4,0.000322342,0.001354218
02:41.0,0,0.004188538
46:18.9,0.03515625,0.002605438
55:32.2,0,0.000231743
36:03.9,0.031982422,0
14:21.7,0.002365112,0.005210876
00:00.0,0.002761841,0.024200439
32:40.5,0.001390457,0.0076828
14:18.8,0.000427246,0.000292778
53:50.1,0.0008564,0.005210876
50:49.0,9.54E-05,0
23:44.1,0,0.002555847
26:05.9,0.009155273,0
03:07.7,0.001386642,0.021453857
17:55.0,0.093383789,0.0390625
07:44.1,0,0.012374878
51:08.9,0.009399414,0.001953125
48:03.9,0.016571045,0
45:27.2,0.000218391,0.011016846
00:00.0,9.92E-05,0.002277374
14:19.5,0.004943848,0.007263184
35:47.2,0.000514984,0.005210876
00:00.0,0.000272751,0.006011963
41:34.4,0,0
00:00.0,0.000347137,0.005210876
39:00.6,0.00014782,0.000982285
42:19.0,0.001745224,0.000227928
29:57.1,0.002365112,0.005210876
01:13.2,0.007324219,0.003883362
00:00.0,0.013244629,0.003410339
24:50.5,0.000445366,0.002075195
10:15.7,0.004936218,0
43:45.9,0,0.007614136
11:39.6,0.016418457,0.009765625
23:21.0,0,0.005210876
14:46.0,0.029327393,0
55:12.8,0.009185791,0.001750946
58:56.3,0.011627197,0.001783371
00:00.0,0.020782471,0
00:00.0,0.069580078,0
01:35.4,0.008544922,0.00245285
00:00.0,0.000946999,0
38:14.4,0.000490189,0.000385284
37:53.6,0.000518799,0.005012512
07:04.7,0.003765106,0.007225037
00:00.0,0.001077652,0
10:59.8,0.012130737,0
36:54.7,0,0.007614136
04:45.3,0,0.00220871
52:59.5,0.026763916,0.102416992
56:32.2,0.004943848,0.007263184
00:00.0,0.004302979,0.032653809
31:58.2,0.074462891,0.04296875
22:38.0,0.001745224,0.000227928
00:00.0,0.001283646,0
19:21.9,0.00402832,0.001256943
43:54.4,0.018371582,0.034606934
04:57.4,6.48E-05,0.009750366
34:29.0,0.000400543,0.002624512
36:57.8,0.00402832,0.001256943
00:00.0,0.000946999,0
10:28.2,9.06E-05,0.000813484
25:35.8,0.006065369,0.001914978
00:00.0,0.000164032,0
05:49.9,0.008651733,0.002658844
25:20.9,0.00025177,0.005577087
29:28.4,0,0
17:22.1,0.012252808,0
00:00.0,0.008270264,0.01008606
55:10.4,0.000124931,0.100952148
45:18.5,0,0.006500244
31:34.3,0,0.007614136
10:09.6,0.000156403,0.009475708
50:37.9,0.066650391,0.00390625
00:00.0,0.000185966,0.001037598
35:46.0,0.000200272,0.00668335
42:32.6,0.000220299,0.000195503
30:22.6,0.000611305,0
00:00.0,0.00566864,0.010604858
58:01.6,0.001646042,0.0076828
31:34.8,0.001745224,0.000227928
50:54.4,8.39E-05,0
02:47.8,0.002792358,0.005912781
00:00.0,0.030548096,0.002605438
20:16.0,0.001049042,0.010421753
04:31.8,0.007980347,0.006507874
56:10.1,0.000174522,0.00377655
00:00.0,0.00466156,0.014434814
05:06.1,0.000611305,0
02:04.7,0.00038147,0.012374878
20:16.0,0.001049042,0.010421753
20:16.0,0.001049042,0.010421753
08:39.6,0.000668526,0
45:00.8,0.000338554,0.003032684
00:00.0,0.00097847,0.005096436
31:09.4,0.000218391,0.011016846
04:46.8,0.000506401,0.000431061
07:50.9,0.000321388,0.006011963
53:08.5,0.031982422,0
55:04.8,0.000117302,0
27:19.7,0,0.002624512
45:27.4,0,0
14:51.8,6.29E-05,0
18:48.4,0.036132813,0.026031494
44:00.0,0.001091003,0.001270294
55:41.8,0,0
27:06.5,0.004356384,0.001655579
12:34.9,0,0.006500244
07:17.0,0.001091003,0.001270294
11:36.9,0.000200272,0.00668335
20:57.0,0.006095886,0
57:57.3,0.030975342,0.009521484
39:35.7,0.037719727,0.013412476
08:54.2,0,0
06:53.5,0.001180649,0
25:34.9,0.006095886,0
58:40.7,0.012252808,0
29:05.8,0.005615234,0.002624512
17:39.4,0,0
09:26.2,0.000890732,0.005210876
14:38.3,5.63E-05,0.005989075
04:36.7,0.020294189,0.00390625
09:37.7,0.003681183,0.004844666
00:00.0,0.004699707,0
48:10.9,0.001745224,0.000227928
20:10.4,0.000427246,0.000292778
14:20.2,9.92E-05,0.00088501
44:08.9,0.000611305,0
03:55.5,0.004013062,0.005210876
20:22.2,0.008010864,0.002624512
00:00.0,6.68E-05,0.003242493
32:50.7,0.001745224,0.000227928
49:36.5,0.004943848,0.007263184
00:00.0,0.045043945,0
31:24.2,0.000154495,0.009475708
41:22.2,0,0.070922852
09:17.9,0,0.007614136
44:05.4,0.000164986,0.003612518
29:48.6,0.000890732,0.005210876
20:46.6,0.024353027,0.00390625
32:38.3,0.005615234,0.002624512
15:10.9,0.001285553,0.000612259
27:23.1,0.012420654,0.001783371
00:00.0,0.000164032,0
53:53.4,0.000205994,0.003250122
45:03.2,0.004272461,0.017242432
06:49.0,0.000151634,0.00668335
18:06.4,0,0.002624512
38:15.1,0.025421143,0.010620117
28:32.2,0.000611305,0
00:00.0,0.003761292,0
13:49.8,0.013046265,0.000254631
00:00.0,0.000144958,0.014007568
23:07.6,0,0
39:06.6,0.018066406,0.006507874
01:02.2,0,0.001672745
16:22.9,0,0.006500244
19:28.3,0.005508423,0.002624512
07:48.7,0.026763916,0.102416992
01:24.8,0.00402832,0.001256943
42:01.1,0.002365112,0.005210876
06:01.6,0.054626465,0
38:23.0,0,0.006500244
00:00.0,0.080200195,0.056213379
34:16.3,0.037719727,0.013412476
54:18.4,0.02331543,0
52:04.2,0,0.003612518
48:04.6,0.000175476,0.003253937
04:29.1,0.00038147,0
34:05.6,0,0.004432678
11:38.5,0.016418457,0.009765625
00:00.0,0.000301361,0
29:40.1,0.000715256,0.005210876
52:57.0,0,0.003612518
05:09.1,0.010574341,0
02:29.5,0.000230789,0.010803223
43:49.9,0.033813477,0
46:15.6,0.005943298,0.002632141
43:54.4,0.018371582,0.034606934
58:02.2,0.00024128,0.005859375
00:00.0,0.021118164,0.006271362
